Order Date,Ship_mod,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
2/17/2021,Second Class,Consumer,United States,Lancaster,California,93534,West,Office Supplies,Binders,17.456,2,0.2,5.8914
9/30/2023,Standard Class,Consumer,United States,Lancaster,California,93534,West,Furniture,Chairs,348.928,2,0.2,34.8928
3/7/2023,Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Binders,143.96,4,0,69.1008
1/18/2021,Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Storage,15.42,1,0,4.1634
5/20/2021,Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Binders,43.04,8,0,21.0896
10/26/2022,Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Furniture,Chairs,332.94,3,0,79.9056
11/22/2023,Same Day,Consumer,United States,Asheville,North Carolina,28806,South,Technology,Phones,1363.96,5,0.2,85.2475
4/20/2024,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Labels,9.96,2,0,4.5816
9/23/2022,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,21.72,4,0,10.6428
3/8/2022,Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Binders,20.16,7,0,9.8784
11/15/2024,First Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Paper,132.79,7,0,63.7392
11/1/2022,First Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Paper,12.96,2,0,6.2208
4/6/2022,First Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Labels,21.56,7,0,10.3488
10/9/2022,Standard Class,Consumer,United States,Lake Elsinore,California,92530,West,Furniture,Chairs,283.92,5,0.2,17.745
1/18/2021,First Class,Corporate,United States,San Diego,California,92105,West,Furniture,Furnishings,22.23,1,0,7.3359
3/18/2022,First Class,Corporate,United States,San Diego,California,92105,West,Technology,Phones,215.968,2,0.2,18.8972
1/24/2023,Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Appliances,355.32,9,0,99.4896
9/3/2024,Standard Class,Corporate,United States,Monroe,Louisiana,71203,South,Office Supplies,Paper,12.96,2,0,6.2208
12/15/2023,First Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,18.28,2,0,6.2152
2/16/2024,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Art,43.176,3,0.2,4.3176
3/8/2023,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Technology,Phones,1983.968,4,0.2,247.996
6/11/2021,First Class,Consumer,United States,Omaha,Nebraska,68104,Central,Furniture,Furnishings,28.4,2,0,11.076
7/26/2022,First Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Accessories,149.97,3,0,50.9898
12/27/2024,First Class,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Art,11.52,4,0,3.2256
3/6/2021,First Class,Consumer,United States,Edmonds,Washington,98026,West,Furniture,Tables,1298.55,5,0,311.652
7/8/2024,First Class,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Appliances,213.92,4,0,62.0368
9/28/2023,First Class,Consumer,United States,Edmonds,Washington,98026,West,Technology,Accessories,25.78,2,0,2.578
2/19/2022,Same Day,Consumer,United States,Santa Ana,California,92704,West,Furniture,Furnishings,18.28,2,0,6.2152
2/11/2024,Same Day,Consumer,United States,Santa Ana,California,92704,West,Technology,Accessories,1399.93,7,0,601.9699
5/7/2024,First Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Paper,51.84,8,0,24.8832
3/5/2021,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,5.344,1,0.2,1.8704
6/5/2021,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,41.472,8,0.2,14.5152
8/31/2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,3.168,3,0.7,-2.4288
12/30/2024,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,1228.465,5,0.3,0
2/5/2021,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,31.086,3,0.7,-22.7964
8/31/2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,335.52,4,0.2,117.432
7/19/2021,Standard Class,Consumer,United States,Belleville,New Jersey,7109,East,Technology,Accessories,239.97,3,0,71.991
8/8/2023,Standard Class,Consumer,United States,Belleville,New Jersey,7109,East,Office Supplies,Labels,9.82,2,0,4.8118
6/30/2023,Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,67.8,4,0,4.068
5/13/2021,Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,167.97,3,0,40.3128
9/22/2023,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Fasteners,35,7,0,16.8
8/3/2024,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Supplies,37.24,4,0,10.7996
6/15/2024,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Envelopes,15.28,2,0,7.4872
2/12/2021,Second Class,Consumer,United States,Florence,Kentucky,41042,South,Furniture,Chairs,301.96,2,0,90.588
12/26/2021,Second Class,Consumer,United States,Florence,Kentucky,41042,South,Office Supplies,Appliances,180.66,3,0,50.5848
12/18/2021,Second Class,Consumer,United States,Florence,Kentucky,41042,South,Technology,Phones,191.98,2,0,51.8346
10/25/2022,Second Class,Consumer,United States,Florence,Kentucky,41042,South,Technology,Phones,65.99,1,0,17.1574
7/28/2021,Standard Class,Corporate,United States,Tampa,Florida,33614,South,Office Supplies,Art,35.216,2,0.2,2.6412
6/2/2024,Standard Class,Corporate,United States,Tampa,Florida,33614,South,Office Supplies,Appliances,23.696,2,0.2,6.5164
2/9/2024,Standard Class,Corporate,United States,Tampa,Florida,33614,South,Technology,Machines,265.475,1,0.5,-111.4995
3/26/2024,Second Class,Consumer,United States,Tyler,Texas,75701,Central,Office Supplies,Binders,51.184,4,0.8,-79.3352
10/17/2021,Standard Class,Home Office,United States,Columbia,Tennessee,38401,South,Office Supplies,Paper,9.664,2,0.2,3.2616
1/22/2021,Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Technology,Phones,21.072,3,0.2,1.5804
8/23/2024,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,60.45,3,0,16.3215
2/27/2022,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,11.52,4,0,3.3408
8/17/2023,Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Bookcases,186.048,4,0.2,9.3024
8/21/2024,First Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,37.44,4,0.2,11.7
2/22/2021,First Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,26.976,4,0.2,8.7672
1/8/2021,First Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Supplies,11.36,2,0,3.2944
1/8/2021,First Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Labels,14.62,2,0,6.8714
8/17/2021,Standard Class,Consumer,United States,Louisville,Kentucky,40214,South,Technology,Phones,83.72,7,0,23.4416
3/17/2021,Standard Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,287.94,3,0,77.7438
4/12/2024,Standard Class,Consumer,United States,Lorain,Ohio,44052,East,Furniture,Furnishings,48.896,4,0.2,8.5568
6/5/2023,Standard Class,Corporate,United States,Linden,New Jersey,7036,East,Technology,Accessories,115.36,7,0,49.6048
12/2/2024,Second Class,Corporate,United States,Salinas,California,93905,West,Office Supplies,Art,5.16,2,0,1.3416
3/16/2024,Second Class,Corporate,United States,Salinas,California,93905,West,Office Supplies,Paper,38.88,6,0,18.6624
11/8/2024,Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Art,185.88,6,0,50.1876
12/15/2021,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,44.46,2,0,14.6718
2/25/2022,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,242.94,3,0,9.7176
5/25/2024,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,39.96,2,0,18.7812
12/24/2021,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Supplies,102.3,10,0,26.598
3/25/2021,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,21.36,2,0,5.7672
9/5/2023,Standard Class,Home Office,United States,New Brunswick,New Jersey,8901,East,Office Supplies,Paper,7.61,1,0,3.5767
3/16/2024,Standard Class,Home Office,United States,New Brunswick,New Jersey,8901,East,Office Supplies,Fasteners,7.16,2,0,3.58
11/15/2024,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Supplies,7.36,2,0,0.1472
9/17/2024,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,23.1,2,0,10.626
6/25/2021,Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Accessories,191.472,6,0.2,40.6878
2/3/2024,Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,5.248,2,0.2,0.5904
5/21/2024,Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,59.184,2,0.2,5.1786
10/17/2023,Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Labels,2.89,1,0,1.3583
4/12/2024,Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Furniture,Furnishings,51.94,1,0,21.2954
5/9/2024,First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,15.936,4,0.2,5.1792
10/15/2022,Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Binders,44.91,6,0.7,-35.928
2/28/2021,First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,1141.47,5,0.7,-760.98
10/29/2022,First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,280.782,3,0.4,-46.797
10/22/2021,First Class,Consumer,United States,Concord,New Hampshire,3301,East,Office Supplies,Paper,34.44,3,0,17.22
6/16/2021,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,11.36,2,0,5.2256
7/2/2021,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,106.344,7,0.2,37.2204
10/16/2023,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Paper,192.16,5,0.2,67.256
1/8/2023,Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Furniture,Furnishings,322.59,3,0,64.518
2/28/2023,Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Technology,Accessories,29.99,1,0,13.1956
12/25/2023,Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Technology,Accessories,371.97,3,0,66.9546
3/13/2023,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,5.892,4,0.7,-4.1244
7/10/2023,Second Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Binders,68.472,3,0.2,23.1093
5/6/2021,Second Class,Home Office,United States,New York City,New York,10024,East,Furniture,Chairs,1242.9,5,0.1,262.39
5/28/2024,Standard Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Storage,30.84,2,0,8.3268
10/18/2022,Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,13.48,4,0,5.9312
8/15/2021,First Class,Home Office,United States,Detroit,Michigan,48227,Central,Furniture,Furnishings,31.4,5,0,10.048
4/3/2024,Standard Class,Consumer,United States,Rochester,New York,14609,East,Furniture,Furnishings,17.46,2,0,5.9364
12/10/2023,Second Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Binders,13.944,3,0.2,4.5318
3/19/2021,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,83.76,12,0,1.6752
10/10/2021,Standard Class,Home Office,United States,Columbia,Maryland,21044,East,Office Supplies,Binders,37.66,7,0,18.4534
1/24/2021,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Paper,34.68,6,0,16.9932
1/31/2022,Standard Class,Consumer,United States,New Rochelle,New York,10801,East,Technology,Accessories,149.95,5,0,14.995
5/27/2021,Standard Class,Consumer,United States,New Rochelle,New York,10801,East,Office Supplies,Binders,51.312,3,0.2,18.6006
11/4/2023,First Class,Home Office,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,4.54,1,0,2.043
2/3/2023,First Class,Home Office,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,15.92,4,0,5.4128
12/3/2024,First Class,Home Office,United States,Detroit,Michigan,48227,Central,Technology,Phones,543.92,8,0,135.98
12/31/2023,First Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Storage,155.82,7,0,42.0714
6/13/2023,First Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,70.008,3,0.2,24.5028
1/15/2023,Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Envelopes,15.648,2,0.2,5.0856
3/21/2021,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Labels,103.6,7,0,51.8
4/13/2021,Second Class,Corporate,United States,Auburn,New York,13021,East,Office Supplies,Paper,46.96,8,0,22.5408
6/20/2023,First Class,Corporate,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,8.904,2,0.7,-6.5296
1/7/2021,First Class,Consumer,United States,Garland,Texas,75043,Central,Office Supplies,Labels,10.44,5,0.2,3.393
3/3/2021,First Class,Consumer,United States,Garland,Texas,75043,Central,Office Supplies,Binders,18.336,4,0.8,-32.088
11/17/2021,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,323.976,3,0.2,20.2485
7/15/2024,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,20.04,3,0,9.6192
11/2/2022,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Storage,64.96,2,0,2.5984
11/3/2023,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,12.96,2,0,6.2208
8/25/2022,Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Bookcases,323.136,4,0.2,12.1176
9/10/2021,Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,90.93,7,0,2.7279
6/27/2022,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,52.776,3,0.2,19.791
5/15/2021,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Phones,1199.8,4,0,323.946
1/31/2024,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Accessories,1928.78,7,0,829.3754
9/26/2021,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Storage,352.38,2,0,81.0474
7/4/2022,Standard Class,Home Office,United States,Norwich,Connecticut,6360,East,Furniture,Furnishings,22.2,6,0,9.102
12/2/2024,First Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,46.94,1,0,19.2454
5/15/2023,First Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Technology,Accessories,143.73,9,0,56.0547
11/1/2022,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Furniture,Tables,99.918,2,0.3,-18.5562
3/5/2023,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Furniture,Chairs,797.944,4,0.3,-56.996
2/20/2024,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,8.568,3,0.8,-14.5656
1/7/2022,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Envelopes,149.352,3,0.2,50.4063
7/19/2023,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,12.992,1,0.2,-0.812
6/29/2024,Standard Class,Consumer,United States,Alexandria,Virginia,22304,South,Office Supplies,Storage,24.56,2,0,6.8768
4/17/2023,Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,85.14,3,0,34.9074
10/15/2022,Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,21.99,1,0,10.5552
8/1/2021,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,406.6,5,0,113.848
12/29/2021,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,841.568,2,0.2,294.5488
10/14/2024,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,15.552,3,0.2,5.4432
3/2/2023,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,252,5,0.2,53.55
3/17/2022,Standard Class,Home Office,United States,Springfield,Virginia,22153,South,Office Supplies,Art,46.2,4,0,12.936
9/4/2022,Standard Class,Home Office,United States,Springfield,Virginia,22153,South,Office Supplies,Appliances,28.84,2,0,9.5172
4/25/2023,First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Art,14.592,3,0.2,2.5536
2/25/2023,First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Art,89.856,3,0.2,21.3408
10/20/2023,First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Paper,13.872,3,0.2,5.0286
1/12/2022,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,12.192,3,0.2,4.1148
8/7/2023,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,45.056,8,0.2,15.2064
10/9/2022,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,29.718,6,0.7,-21.7932
10/6/2024,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,15.552,3,0.2,5.4432
8/19/2021,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Appliances,447.696,2,0.2,33.5772
8/5/2021,First Class,Corporate,United States,Farmington,New Mexico,87401,West,Technology,Accessories,159.99,1,0,54.3966
11/6/2022,Standard Class,Corporate,United States,Riverside,California,92503,West,Office Supplies,Paper,12.96,2,0,6.2208
1/13/2023,Standard Class,Corporate,United States,Riverside,California,92503,West,Office Supplies,Appliances,134.48,4,0,34.9648
10/7/2023,First Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,17.12,2,0,8.0464
8/14/2022,Standard Class,Corporate,United States,Torrance,California,90503,West,Office Supplies,Binders,6.096,2,0.2,2.2098
8/27/2024,Standard Class,Corporate,United States,Torrance,California,90503,West,Furniture,Tables,1114.272,4,0.2,41.7852
11/24/2022,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,32.4,5,0,15.552
7/8/2021,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,540.57,3,0,140.5482
6/24/2021,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,167.76,5,0.2,62.91
11/23/2024,First Class,Consumer,United States,Mesa,Arizona,85204,West,Furniture,Tables,393.165,3,0.5,-204.4458
7/15/2021,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,516.488,7,0.2,-12.9122
10/16/2024,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,1007.232,6,0.2,75.5424
2/11/2022,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,2065.32,12,0.4,-619.596
5/17/2021,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,15.552,3,0.2,5.4432
3/22/2022,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,25.344,6,0.2,7.92
6/18/2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,25.472,4,0.2,7.6416
9/18/2022,Standard Class,Consumer,United States,Round Rock,Texas,78664,Central,Office Supplies,Art,27.168,2,0.2,2.7168
2/22/2024,Standard Class,Consumer,United States,Round Rock,Texas,78664,Central,Furniture,Bookcases,78.8528,2,0.32,-11.596
6/12/2023,Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Storage,173.8,5,0,43.45
8/9/2022,Second Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Phones,29.592,1,0.2,2.5893
7/17/2023,Second Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,4.752,2,0.7,-3.168
11/20/2024,Second Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,15.552,3,0.2,5.6376
8/25/2022,Same Day,Consumer,United States,Oceanside,California,92054,West,Furniture,Furnishings,204.6,2,0,53.196
8/13/2021,Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Chairs,321.568,2,0.2,28.1372
8/21/2022,Standard Class,Home Office,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Binders,6.24,2,0,3.0576
5/12/2024,First Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,21.88,2,0,10.94
11/14/2021,Second Class,Consumer,United States,Boca Raton,Florida,33433,South,Office Supplies,Labels,4.608,2,0.2,1.6704
10/18/2024,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Labels,9.82,2,0,4.8118
5/10/2023,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Art,35.97,3,0,9.7119
5/29/2023,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Paper,12.96,2,0,6.2208
4/9/2022,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Paper,191.6,4,0,91.968
9/6/2024,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Labels,8.64,3,0,4.2336
2/22/2021,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,501.81,3,0,0
3/13/2022,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,127.104,6,0.2,28.5984
9/4/2022,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,124.2,3,0.4,-31.05
11/29/2022,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,18.588,2,0.7,-13.6312
11/24/2022,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,30.072,3,0.2,10.1493
8/5/2021,Second Class,Home Office,United States,New York City,New York,10011,East,Technology,Phones,160.93,7,0,3.2186
11/26/2021,Second Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,75.792,3,0.2,25.5798
5/20/2021,Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Binders,1.08,2,0.7,-0.792
4/17/2023,First Class,Corporate,United States,Detroit,Michigan,48205,Central,Technology,Machines,3059.982,2,0.1,679.996
5/28/2022,First Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Binders,3.282,2,0.7,-2.6256
4/7/2023,First Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,34.02,3,0,16.6698
5/12/2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,599.292,6,0.1,93.2232
10/23/2023,Second Class,Consumer,United States,Louisville,Colorado,80027,West,Office Supplies,Art,3.392,1,0.2,0.8056
3/11/2023,Second Class,Consumer,United States,Louisville,Colorado,80027,West,Technology,Phones,559.984,2,0.2,55.9984
8/5/2023,Second Class,Consumer,United States,Louisville,Colorado,80027,West,Furniture,Chairs,603.92,5,0.2,75.49
5/8/2023,Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Labels,7.968,2,0.2,2.5896
8/12/2023,Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Envelopes,27.968,4,0.2,9.4392
6/20/2023,Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Technology,Machines,336.51,3,0.4,44.868
4/7/2022,Same Day,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,1.112,2,0.8,-1.8904
12/26/2021,Standard Class,Corporate,United States,Auburn,New York,13021,East,Furniture,Furnishings,520.05,5,0,72.807
2/25/2024,Standard Class,Corporate,United States,Auburn,New York,13021,East,Office Supplies,Art,17.97,3,0,5.2113
5/16/2022,Second Class,Home Office,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,1166.92,5,0.2,131.2785
3/14/2023,First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,14.624,2,0.2,5.484
10/15/2021,First Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Fasteners,10.23,3,0,4.9104
9/23/2022,First Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Paper,154.9,5,0,69.705
2/13/2023,Standard Class,Corporate,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Binders,2715.93,7,0,1276.4871
7/4/2023,Standard Class,Corporate,United States,Virginia Beach,Virginia,23464,South,Technology,Phones,617.97,3,0,173.0316
2/9/2023,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Envelopes,10.67,1,0,4.9082
6/11/2022,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Storage,36.63,3,0,9.8901
11/6/2024,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,24.1,5,0,9.158
1/20/2023,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,33.11,7,0,12.9129
3/26/2024,Standard Class,Home Office,United States,Vancouver,Washington,98661,West,Office Supplies,Art,44.02,2,0,11.4452
12/13/2023,Same Day,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,2309.65,7,0,762.1845
3/27/2023,Same Day,Consumer,United States,New York City,New York,10024,East,Furniture,Tables,1090.782,7,0.4,-290.8752
7/19/2024,Same Day,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,19.44,3,0,9.3312
7/7/2021,Standard Class,Consumer,United States,Murrieta,California,92563,West,Office Supplies,Storage,484.65,3,0,92.0835
9/7/2024,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,115.296,3,0.2,40.3536
5/27/2024,First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Envelopes,7.08,3,0.2,2.478
1/6/2023,First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Binders,4.401,3,0.7,-3.5208
12/8/2023,Standard Class,Consumer,United States,Burlington,Iowa,52601,Central,Office Supplies,Paper,44.75,5,0,20.585
1/31/2023,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,95.984,2,0.2,5.999
1/28/2022,First Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,151.72,4,0,27.3096
3/14/2024,Second Class,Consumer,United States,Olympia,Washington,98502,West,Furniture,Furnishings,155.25,3,0,46.575
12/26/2021,Second Class,Consumer,United States,Olympia,Washington,98502,West,Office Supplies,Storage,14.03,1,0,4.0687
4/5/2022,Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Tables,1618.37,13,0,356.0414
1/29/2023,Second Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,99.6,1,0,36.852
5/8/2024,Second Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Paper,32.4,5,0,15.552
7/15/2022,Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,13.96,2,0,6.7008
12/23/2022,Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,155.82,3,0,63.8862
3/2/2021,Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,124.95,5,0,2.499
